Year,Stock/Flow ID,Layer 1,Layer 2,Layer 3,Layer 4,mean,sd,p2_5,p25,p50,p75,p97_5,deterministic
2040,ELV_loss_ASR,BEV,elvPowertrain,calAl_6xxx,,283332.0326780117,165289.40381646538,46653.13198076123,158755.53268344066,253594.66778303246,378750.4211615572,679071.7957505181,208580.8495814228
2040,ELV_loss_ASR,BEV,elvPowertrain,calAl_7xxx,,283673.32329195517,165270.18327884536,46864.28555537247,159558.63250057396,253902.55072274338,377995.2841186037,677447.2783518541,208457.50285754207
2040,ELV_loss_ASR,BEV,elvPowertrain,calHSS,,733988.8945934244,426528.814018456,120694.75107636233,416240.98756570456,657796.180061507,977088.1571219343,1751844.777670846,539454.9780030441
2040,ELV_loss_ASR,BEV,elvPowertrain,calMagnesium,,641606.438261666,373709.9755687185,107647.2636199853,358554.535078611,574461.476396945,859693.7565688584,1520959.13248198,472179.5466676522
2040,ELV_loss_ASR,BEV,elvPowertrain,calalloySteel,,730760.7094491789,424542.79287558654,125046.30764587503,411928.1392910754,653439.5766905968,971088.5260896836,1752515.2317908853,539528.3836300278
2040,ELV_loss_ASR,BEV,elvPowertrain,calcastAluminiumAlSiCu,,4524289.015992106,2647730.4988447316,746651.8671360125,2546587.844986034,4042770.109331442,6049260.972890368,10825061.737655492,3334373.4602813725
2040,ELV_loss_ASR,BEV,elvPowertrain,calcastAluminiumAlSiMg,,1129973.3128741,660142.6874561644,189966.0636069744,636533.1935459834,1010335.3920232132,1507654.5076462561,2705739.222853181,833652.8224724198
2040,ELV_loss_ASR,BEV,elvPowertrain,calcastIron,,11726509.307297831,6848098.182542068,1893478.445900458,6606412.247869672,10492943.134711105,15710096.74195305,27946489.382986534,8629888.136373902
2040,ELV_loss_ASR,BEV,elvPowertrain,calmildSteel,,732850.9047532136,428152.07458268857,122229.9941059783,410436.04199741024,657636.5089405943,976008.9968839355,1758629.200986461,539422.8336893845
2040,ELV_loss_ASR,BEV,elvPowertrain,calstainlessSteel,,734151.4332579453,430123.3544880095,119207.45637587136,411464.57111535285,657149.6145281233,978992.836511712,1765872.31952869,539631.9991669846
2040,ELV_loss_ASR,BEV,elvSteering,calAl_6xxx,,1239370.6515820052,595848.6650123483,244747.58719781932,791341.7320828949,1175196.7515417887,1650236.8560789013,2486426.6959566884,965371.9405451776
2040,ELV_loss_ASR,BEV,elvSteering,calAl_7xxx,,309917.600165976,147539.65626886176,63637.615552244,199315.5106088384,294532.1052314329,411815.4238746809,619621.7511208171,241356.23384272098
2040,ELV_loss_ASR,BEV,elvSteering,calHSS,,1202983.990882914,575081.583207443,246419.79904557328,774196.7349606918,1135134.728325708,1598647.3145122444,2415183.376750392,936987.271668892
2040,ELV_loss_ASR,BEV,elvSteering,calMagnesium,,350385.1675880324,168042.01628287008,69661.00500457872,224201.5510396664,331660.4856747145,465598.9800755847,703384.1999626257,273449.5390081739
2040,ELV_loss_ASR,BEV,elvSteering,calalloySteel,,1603617.623703877,766562.4790636159,320820.01702451217,1032528.1501024751,1516236.6301934766,2134180.8312915293,3207006.3038285836,1249357.9058524321
2040,ELV_loss_ASR,BEV,elvSteering,calcastAluminiumAlSiCu,,621221.881411334,297511.2471088288,125524.02237582291,398116.06035455805,587771.5239349995,823290.219538496,1244590.6028581236,482858.70047814364
2040,ELV_loss_ASR,BEV,elvSteering,calcastAluminiumAlSiMg,,935457.1113309558,446937.29427022923,186923.2839720584,599965.1006306615,884111.7282960038,1246042.4343541553,1873060.0995476362,724021.6626359749
2040,ELV_loss_ASR,BEV,elvSteering,calmildSteel,,4001964.7243770836,1912505.148423674,829290.7563653704,2569980.925180314,3783281.947112441,5308285.082827738,8042184.6995115485,3124002.785401764
2040,ELV_loss_ASR,BEV,elvSteering,calstainlessSteel,,1202153.9954725562,573894.7368936689,242811.153580173,773377.7175883444,1137412.6169289877,1598523.795653877,2406763.5158215356,937380.7582574654
2040,ELV_loss_ASR,BEV,elvThermalManagement,calAl_6xxx,,2069325.1629666504,988051.2309189668,419697.0347650397,1325629.6817351812,1954524.2195959308,2754092.0126840435,4134103.4469054714,1608935.5154013825
2040,ELV_loss_ASR,BEV,elvThermalManagement,calAl_7xxx,,258649.06701958645,123417.63436525418,52997.83291674474,166452.13825593243,244374.9835208425,342754.9556983132,517878.70587850484,201105.6245170975
2040,ELV_loss_ASR,BEV,elvThermalManagement,calMagnesium,,583565.0040691383,277845.8475340215,121046.72224525451,373837.1074074016,552341.8723108373,775637.6871510578,1164331.9732642523,455550.0070945931
2040,ELV_loss_ASR,BEV,elvThermalManagement,calOthers,,1340510.8363916446,641106.2817896059,269646.2400478226,860931.6704081154,1270812.4359899631,1779300.2919124449,2688506.7564310133,1041250.49843544
2040,ELV_loss_ASR,BEV,elvThermalManagement,calalloySteel,,2675054.063129126,1277991.3800652414,531274.9243897824,1713508.9983763278,2528175.4864233593,3558565.946698819,5369315.277070231,2081600.0072097015
2040,ELV_loss_ASR,BEV,elvThermalManagement,calcastAluminiumAlSiCu,,1032423.7375071027,492829.1332054232,207489.23561991059,660971.2078574135,979918.6258366901,1369775.4662542169,2064192.2389910067,804573.2624016381
2040,ELV_loss_ASR,BEV,elvThermalManagement,calcastAluminiumAlSiMg,,1552005.87835756,738896.1334925889,309522.25649060355,999712.1912982238,1471863.2034464926,2057228.9298342154,3106625.9598934166,1206702.1877161027
2040,ELV_loss_ASR,BEV,elvThermalManagement,calmildSteel,,2681396.302124852,1278345.1404398852,547660.1060159785,1718975.8355055926,2545103.725495536,3570505.8831270994,5343187.3529824,2081510.678354912
2040,ELV_loss_ASR,BEV,elvThermalManagement,calstainlessSteel,,6693399.116819098,3200722.4920786545,1354972.5096604368,4291564.65423453,6342992.709077006,8899997.451662675,13411209.755730664,5202877.708940125
2040,ELV_loss_ASR,BEV,elvTransmission,calAl_6xxx,,1249780.0853587822,711448.7397826425,214319.6796564747,713791.7881098292,1126745.6217224707,1669241.407544321,2917127.878294677,1059461.9942184447
2040,ELV_loss_ASR,BEV,elvTransmission,calAl_7xxx,,313813.79484184145,177162.61857338512,53802.85844923272,180154.54520750203,283791.5049153243,418937.2450866898,729563.0227612128,264900.474675951
2040,ELV_loss_ASR,BEV,elvTransmission,calHSS,,1216019.2045189715,691204.2170875734,199112.6741384123,695096.3225847333,1103349.7816810436,1627983.406349488,2835588.5388716175,1027868.0350410462
2040,ELV_loss_ASR,BEV,elvTransmission,calMagnesium,,355728.1731682183,202142.80401321687,59053.450562509424,204734.13474971577,321632.80909203604,475716.66197429295,836455.1425314369,299990.87648489
2040,ELV_loss_ASR,BEV,elvTransmission,calalloySteel,,1623833.913393119,919628.6514703821,271490.14026327734,926111.4337777009,1473562.8890779596,2173541.1455475967,3771496.7940575895,1370892.4205692292
2040,ELV_loss_ASR,BEV,elvTransmission,calcastAluminiumAlSiCu,,939226.9177915953,527653.6293413477,163683.77280361528,537853.3742797734,853054.1493824559,1253191.0821310133,2176623.023058355,794415.2529274751
2040,ELV_loss_ASR,BEV,elvTransmission,calcastAluminiumAlSiMg,,630179.2859329499,357076.4376327112,106763.86823304166,360794.34856224316,570906.4219234978,842277.0338996041,1472166.6267647683,529764.983601265
2040,ELV_loss_ASR,BEV,elvTransmission,calmildSteel,,4069978.9068322033,2294980.0436757146,701794.7839001181,2347213.049525639,3686383.14435683,5432415.792481889,9449354.992403211,3427631.974167023
2040,ELV_loss_ASR,BEV,elvTransmission,calstainlessSteel,,1216692.7073389948,689405.4264601498,210423.4795916253,695261.0417906208,1099750.492697094,1624187.094391839,2834950.5005695396,1027327.1471054078
2040,ELV_loss_ASR,BEV,elvTrim,calAl_6xxx,,909414.7759377796,433496.3669246557,184889.40599057963,584864.9602644683,861995.2036591752,1207627.567082271,1821383.2532256478,707969.0161096001
2040,ELV_loss_ASR,BEV,elvTrim,calAl_7xxx,,227099.7785424459,108856.97698828318,45951.45730950608,145624.20060958067,214540.8831535081,302688.9337825905,456298.421927833,177030.61797399996
2040,ELV_loss_ASR,BEV,elvTrim,calHSS,,2933642.0522758705,1400209.5915749534,609015.9959191905,1888722.5626170365,2771393.7777694757,3889581.913629538,5896522.826860033,2289614.1132493974
2040,ELV_loss_ASR,BEV,elvTrim,calMagnesium,,257502.2650746065,123338.56265227188,51063.71668576607,165207.0632282438,243590.13710315095,342809.61651674355,516310.2246343572,200394.52090366598
2040,ELV_loss_ASR,BEV,elvTrim,calalloySteel,,879982.6301627444,420454.5375851785,178971.2684988147,563566.793581427,833603.2839024293,1168858.4834234985,1761344.9811125577,686564.5081315422
2040,ELV_loss_ASR,BEV,elvTrim,calcastAluminiumAlSiCu,,568590.8550870275,271687.97325816576,114873.86109337512,365288.2655362317,538373.9271101677,757410.4889779082,1136200.439586304,442493.87471853243
2040,ELV_loss_ASR,BEV,elvTrim,calcastAluminiumAlSiMg,,569234.791266316,270593.7290060601,118946.54588043263,366873.2595210065,539210.263653197,753409.4731219785,1138969.9753709133,442505.66016418464
2040,ELV_loss_ASR,BEV,elvTrim,calmildSteel,,1177412.2156890042,560503.6054515027,247357.5608183174,758548.2308630338,1113489.4745108888,1566153.6182458233,2348019.841911635,915898.9554135323
2040,ELV_loss_ASR,BEV,elvTrim,calstainlessSteel,,883908.9799221047,421263.8295037496,181767.49152058573,567052.5610546614,836035.370285191,1172457.5610290125,1764374.3827513505,687049.8904971885
2040,ELV_loss_ASR,BEV,elvWheels,calAl_6xxx,,1593910.213278517,827990.0073117052,307378.1786980757,971264.3885125334,1477270.8938232008,2106660.934811977,3468546.742497984,1307267.329823494
2040,ELV_loss_ASR,BEV,elvWheels,calAl_7xxx,,399910.0347305127,208302.5071781132,76190.24919982011,243316.9299952109,370085.1608221573,530935.6038629906,867468.6177692674,326609.39504671097
2040,ELV_loss_ASR,BEV,elvWheels,calMagnesium,,453597.21947685786,235886.61851913948,86540.34291724049,275697.48524874484,419969.6147594843,601944.6393149546,989474.2469295664,369874.71125847823
2040,ELV_loss_ASR,BEV,elvWheels,calcastAluminiumAlSiCu,,801890.5934280623,416618.44036865566,153359.67752183278,488992.233506531,741017.5798025669,1062068.0348357274,1744833.7247207426,653728.437884426
2040,ELV_loss_ASR,BEV,elvWheels,calcastAluminiumAlSiMg,,1199140.7165413538,622114.4605257197,227659.53932371468,732303.4190251025,1110804.7716988968,1589555.510127402,2599749.0796357063,979919.2655962562
2040,ELV_loss_ASR,BEV,elvWheels,calmildSteel,,10356754.316747174,5369109.874619709,1970953.4588346793,6345194.665229655,9569217.025140066,13677783.365339719,22537714.563010775,8454872.36782837
2040,ELV_loss_ASR,Diesel,elvBIW,calAHSS,,8852424.654067826,4219635.575700707,1805395.8752425993,5685160.158625545,8356890.056595141,11779449.90549471,17734139.44091491,6893522.848294679
2040,ELV_loss_ASR,Diesel,elvBIW,calAl_5xxx,,4832227.181077342,2310367.492865918,963702.7433120103,3096847.5599262165,4562600.551221664,6447299.362828006,9648557.778167976,3764992.053685456
2040,ELV_loss_ASR,Diesel,elvBIW,calAl_6xxx,,7277648.560127113,3476517.052121921,1452442.1654538594,4677668.751080546,6897650.443800513,9714590.971698152,14529090.278753651,5647067.596227722
2040,ELV_loss_ASR,Diesel,elvBIW,calHSS,,8896796.480772521,4243596.888174211,1819826.1128498646,5712575.24075796,8435814.695322093,11812291.209819023,17841473.950659636,6892876.215502167
2040,ELV_loss_ASR,Diesel,elvBIW,calMagnesium,,416341.02702650026,199031.19621022747,84872.57642587235,266273.07839489845,393524.557710883,555746.719453605,831033.5767070745,323863.98153664713
2040,ELV_loss_ASR,Diesel,elvBIW,calUHSS,,4908186.824925808,2348004.8967349106,984018.3583449108,3150016.9590410693,4649753.62626379,6511217.136475441,9862902.902394366,3826793.0219692993
2040,ELV_loss_ASR,Diesel,elvBIW,calmildSteel,,16723727.793726323,7982643.325564714,3468902.14094962,10751243.660282213,15849324.329046536,22199375.290195033,33480668.957521345,13014128.767392581
2040,ELV_loss_ASR,Diesel,elvBrakes,calMagnesium,,39968.835623435836,19183.53426191052,8053.224237505595,25611.735942188585,37767.72007775084,53126.601264954006,80145.3878496787,31115.161615922298
2040,ELV_loss_ASR,Diesel,elvBrakes,calcastAluminiumAlSiCu,,1162330.0871639168,556533.6352561256,233605.59589566418,742934.5105562829,1100674.5350210955,1543730.1760819335,2329911.629416112,904462.5717559052
2040,ELV_loss_ASR,Diesel,elvBrakes,calcastIron,,2648366.9665954523,1260384.6213013881,530477.052844968,1701957.5624913014,2513763.4705003444,3517947.5174132613,5293520.140848001,2061868.7147995755
2040,ELV_loss_ASR,Diesel,elvBrakes,calmildSteel,,756214.599326556,360567.9509758447,154264.11815343788,486080.69899490225,715808.4167247848,1006852.7376716142,1512834.0622019325,588818.5209248352
2040,ELV_loss_ASR,Diesel,elvBrakes,calstainlessSteel,,378311.5976438994,180796.91819750355,75578.48735834341,243026.08428619214,358559.4888010717,502236.8663774606,757390.7644930608,294391.0305239868
2040,ELV_loss_ASR,Diesel,elvCatalyticConverters,calculateCe,,51.683615294979184,37.53395667259369,6.266338343211567,23.592332612176975,42.1849798757402,70.27418843925777,147.47782115945753,10.565194258391855
2040,ELV_loss_ASR,Diesel,elvCatalyticConverters,calculateLa,,7.984045313057731,5.815417596236301,0.9669645744689878,3.643323802453032,6.492867173234561,10.842000309830144,22.88770840952258,1.6322193182376215
2040,ELV_loss_ASR,Diesel,elvCatalyticConverters,calculatePd,,21.504154399113986,15.675717162392683,2.6431952487143704,9.83930497921205,17.454173533061272,29.282369359715773,61.96567264445244,4.413097975328565
2040,ELV_loss_ASR,Diesel,elvCatalyticConverters,calculatePt,,58.33605091679625,42.42521014839251,7.1194451170784046,26.78896827273023,47.375497297422065,79.19853627525447,167.8970519663933,11.915831465199588
2040,ELV_loss_ASR,Diesel,elvChassis,calAHSS,,5879452.568284126,2814563.3582957694,1201455.301480299,3764998.701187662,5543853.579502284,7824417.159344475,11809281.222579215,4592260.028336181
2040,ELV_loss_ASR,Diesel,elvChassis,calAl_6xxx,,2412317.123355194,1151443.8037236016,492666.0367219091,1551378.1317779056,2281898.165742075,3202317.6256650933,4841203.1568875285,1881812.472034988
2040,ELV_loss_ASR,Diesel,elvChassis,calAl_7xxx,,603632.7722483805,288695.9052036329,120325.94957507822,387914.5088086396,573284.3643849395,799021.256836774,1212968.3542184262,470467.61124614713
2040,ELV_loss_ASR,Diesel,elvChassis,calHSS,,9831846.754870776,4705992.589942758,1946772.2326937132,6313235.497458972,9292278.38226733,13074293.231736034,19702246.79310403,7654406.794683533
2040,ELV_loss_ASR,Diesel,elvChassis,calMagnesium,,207676.8948704479,98875.90204527247,42159.844933135544,133666.68781019488,196194.33995244897,276135.73678229994,415843.24514665356,161917.6785539913
2040,ELV_loss_ASR,Diesel,elvChassis,calUHSS,,3941470.7205270533,1887684.494013142,786461.0357108226,2527030.8034971734,3715581.7638533805,5255747.594503442,7894537.552480979,3062357.0305331415
2040,ELV_loss_ASR,Diesel,elvChassis,calcastAluminiumAlSiCu,,1211838.7710663022,579534.4274495478,244008.22194363974,777205.7097450722,1143014.6000784282,1609142.5615980234,2426027.636210397,940879.4040540314
2040,ELV_loss_ASR,Diesel,elvChassis,calcastAluminiumAlSiMg,,1814601.6091737146,868574.6745266956,367247.6107855246,1157979.3626346048,1713667.1190357977,2416690.752860746,3638938.0903413557,1411565.15571228
2040,ELV_loss_ASR,Diesel,elvClosures,calAHSS,,2182585.5279905,1037927.606603915,448351.2133679082,1403960.539868379,2066148.170111096,2889410.427008357,4373455.806555071,1695691.1264250183
2040,ELV_loss_ASR,Diesel,elvClosures,calAHSS_DualPhase,,2174016.4575861082,1037426.0777144007,445016.77001888095,1393039.1024690242,2056685.6722696084,2885089.5372778764,4348087.101171465,1696357.8494583894
2040,ELV_loss_ASR,Diesel,elvClosures,calAl_5xxx,,2340107.4892458827,1116548.8151146327,475670.0652847899,1499604.7525262102,2218891.0936929714,3110369.122989049,4678884.344586165,1823171.6158029174
2040,ELV_loss_ASR,Diesel,elvClosures,calAl_6xxx,,1005565.6462255984,479114.98665500653,201247.3087831504,646861.1682392719,953847.343189515,1336970.3384406976,2015634.5202029156,781093.7464622881
2040,ELV_loss_ASR,Diesel,elvClosures,calHSS,,5433936.941892887,2595611.512328042,1115031.538230586,3477463.951312409,5153007.147831518,7211647.442791519,10881519.767218083,4240130.373096619
2040,ELV_loss_ASR,Diesel,elvClosures,calMagnesium,,115163.35114815921,55098.689305247004,23111.737945588582,73793.73785251722,109088.58111143201,152839.15991846254,230748.17481826778,89679.69742848218
2040,ELV_loss_ASR,Diesel,elvClosures,calOthers,,1087863.813564826,519818.21629652835,229520.4135244741,696043.9172479175,1026590.7126159,1443665.7901777695,2184786.8050972396,848312.6533078194
2040,ELV_loss_ASR,Diesel,elvDriveline,calAl_6xxx,,100993.05843076152,49937.60717768934,20177.092827300843,63389.064155321925,94791.21061915411,133841.96539057326,210203.20877332694,80344.18321853637
2040,ELV_loss_ASR,Diesel,elvDriveline,calAl_7xxx,,101051.39612330128,49866.96154242351,20224.429762967437,63518.03995254864,94897.45462136663,133991.60259837168,209751.6414447387,80294.41462117196
2040,ELV_loss_ASR,Diesel,elvDriveline,calMagnesium,,34612.387498978955,17112.241397917467,6831.610432207225,21766.10235571974,32421.37327077304,45873.562775349994,71765.12170029579,27650.27034659982
2040,ELV_loss_ASR,Diesel,elvDriveline,calalloySteel,,661266.9363396479,324507.20197929913,132563.77076729704,418077.8835301816,620895.5064841959,878801.2863923877,1363371.6780965563,523010.65392951976
2040,ELV_loss_ASR,Diesel,elvDriveline,calcastAluminiumAlSiCu,,566255.8682324657,278719.23355039215,111573.29374140213,356776.4191284524,533220.649608852,751676.224219301,1166324.1068917268,449651.427887497
2040,ELV_loss_ASR,Diesel,elvDriveline,calcastAluminiumAlSiMg,,241155.54742940285,119283.78456148968,47747.394603405664,151946.00978746207,226765.77963251044,320409.9629406187,501339.6947514074,192764.85879970554
2040,ELV_loss_ASR,Diesel,elvDriveline,calcastIron,,328097.22777837276,161415.66004688398,65262.80290960441,207239.08004088068,308489.11008242436,434736.7619000696,679090.102573145,261296.7762554932
2040,ELV_loss_ASR,Diesel,elvDriveline,calmildSteel,,1647703.797980122,807597.9527460297,331429.6528280822,1042225.0474444506,1548454.0210967173,2186855.377232308,3384734.3043962675,1307315.056417389
2040,ELV_loss_ASR,Diesel,elvDriveline,calstainlessSteel,,655117.0041006082,324213.5867865534,127308.97455227272,412055.37743412395,615334.6238219269,869236.1898740208,1361640.8827479973,522720.80514915474
2040,ELV_loss_ASR,Diesel,elvEmbeddedElectronicsActuators,actuators,,19512084.70934363,2479705.765942116,15105902.023300763,17731837.789765343,19369372.062838424,21132698.745631307,24758100.940443624,19258036.90687401
2040,ELV_loss_ASR,Diesel,elvEmbeddedElectronicsCables,cableLike,,1663043.6776321474,259585.2083510895,1214992.2454767216,1473270.5536087067,1640988.2969382508,1833401.9222301957,2217138.7463578163,1606653.3498249433
2040,ELV_loss_ASR,Diesel,elvEmbeddedElectronicsControllers,controllers,,7466649.260115246,939433.3454656551,5794072.326972973,6793469.003289955,7409783.486793155,8087830.283710666,9433409.519779777,7370543.646367264
2040,ELV_loss_ASR,Diesel,elvEmbeddedElectronicsHeadlights,light,,5841555.561937566,739325.5089111001,4515050.624545293,5311229.8888368625,5799752.280540888,6333584.878830253,7387099.834803448,5766736.499809589
2040,ELV_loss_ASR,Diesel,elvPowerElectronics,powerElectronics,,166843.68941562553,37350.48222822542,97536.2087243851,140343.72483304061,165760.35391630593,191990.48127561697,242753.88415680223,172787.67145898522
2040,ELV_loss_ASR,Diesel,elvPowertrain,calAl_6xxx,,63920.35307262392,37444.56461732456,10588.465681525648,35832.583198996115,56972.17289855158,85590.59493260253,152931.79209091468,46878.660152449615
2040,ELV_loss_ASR,Diesel,elvPowertrain,calAl_7xxx,,64030.36934563082,37525.7856169299,10470.481157588776,36101.23555210709,57213.63038521688,85116.06642151377,154465.85555523462,46895.41032714367
2040,ELV_loss_ASR,Diesel,elvPowertrain,calHSS,,208386.4638926615,121519.51559187479,34270.12428179505,117369.87122641935,186868.37857270194,277813.85332799156,501050.3498504914,152567.25770358086
2040,ELV_loss_ASR,Diesel,elvPowertrain,calMagnesium,,43984.22045103456,25716.81097416392,7313.952012021331,24580.97449867264,39404.537578502495,58713.77409768219,105375.49912057833,32278.318959494536
2040,ELV_loss_ASR,Diesel,elvPowertrain,calalloySteel,,207631.363642035,121043.42731912798,35058.334949740376,116402.02073818614,186284.20474446565,276153.59921407356,496075.6003140775,152596.14451490404
2040,ELV_loss_ASR,Diesel,elvPowertrain,calcastAluminiumAlSiCu,,1020798.0287919937,598509.7928667975,168370.69900521857,570744.5688026021,912094.3972091433,1362547.5400372073,2455452.8907168456,750507.0035886383
2040,ELV_loss_ASR,Diesel,elvPowertrain,calcastAluminiumAlSiMg,,254859.34200583916,148813.5200172867,42728.88453243749,142929.76160037136,227675.31500257214,339624.6147056037,612480.6781588531,187591.5380978966
2040,ELV_loss_ASR,Diesel,elvPowertrain,calcastIron,,3323731.71880098,1939241.5686150081,546242.889304135,1869168.4992081746,2974952.9854103792,4441372.382647899,7971639.212035605,2442280.6654322813
2040,ELV_loss_ASR,Diesel,elvPowertrain,calmildSteel,,207906.7355023716,121509.3602823236,34617.418199097476,116609.87350508451,186571.3773406506,277806.7145043481,497514.4891953555,152634.7928000069
2040,ELV_loss_ASR,Diesel,elvPowertrain,calstainlessSteel,,207990.1999726765,121186.65494217811,34339.65745132793,116907.08669960663,186656.21001970203,278503.3679552391,494921.8966942023,152688.08936629296
2040,ELV_loss_ASR,Diesel,elvSteering,calAl_6xxx,,278784.2890012277,133899.72393424815,55067.28460088799,178604.84168211033,263452.46416689863,371488.3024029381,558394.2492473661,217166.9007707262
2040,ELV_loss_ASR,Diesel,elvSteering,calAl_7xxx,,69709.15100698496,33204.87127569582,14255.258019582356,44784.32476630984,66115.02825821069,92484.91247833234,138889.2619149054,54271.66179886341
2040,ELV_loss_ASR,Diesel,elvSteering,calHSS,,340345.4746248827,162595.32837112196,69659.84999620069,218677.09645958204,322279.2745461493,451571.43440716085,682920.5909416631,265013.4687646866
2040,ELV_loss_ASR,Diesel,elvSteering,calMagnesium,,23939.036505677137,11474.343866599134,4762.786231199159,15338.582151875315,22660.488694816733,31807.559939947798,48038.781785171195,18676.695589041858
2040,ELV_loss_ASR,Diesel,elvSteering,calalloySteel,,453340.0914618961,216325.36871875633,90233.97174209786,291214.5164803839,429574.3804544194,602600.7388761619,907358.1228225442,353210.51381385804
2040,ELV_loss_ASR,Diesel,elvSteering,calcastAluminiumAlSiCu,,139701.54143026838,66938.34905801539,28047.950918967275,89470.83715107558,131857.22770937224,185710.7008012978,279819.60563663725,108570.48042813303
2040,ELV_loss_ASR,Diesel,elvSteering,calcastAluminiumAlSiMg,,210469.07359312774,100550.12662484148,41774.943316368845,135126.63645811388,199284.89742386862,279969.87697710295,420848.8135589312,162879.54838506697
2040,ELV_loss_ASR,Diesel,elvSteering,calmildSteel,,1130596.6058642233,539604.2192875253,234330.41411697614,726125.5941373024,1069809.9066978,1502856.2189069013,2266776.3424811824,882779.7335095596
2040,ELV_loss_ASR,Diesel,elvSteering,calstainlessSteel,,340160.678932662,162676.32140742557,68632.72962563738,218351.43275234438,321425.3105068544,451182.0464469315,681136.8139544638,265082.36901921267
2040,ELV_loss_ASR,Diesel,elvThermalManagement,calAl_6xxx,,465583.971243795,222583.37842871167,94083.46702283029,298342.6000468013,439638.18265445717,620009.6525830524,930777.023200128,361961.9525563908
2040,ELV_loss_ASR,Diesel,elvThermalManagement,calAl_7xxx,,58193.29587440747,27754.43372113496,11880.716878994974,37333.33337747204,54980.22238707036,77279.42815369777,116245.74774519258,45252.15175523877
2040,ELV_loss_ASR,Diesel,elvThermalManagement,calMagnesium,,39879.277348970514,19040.476506732382,8359.285477443835,25531.649041480312,37677.97750170102,52980.4288691499,80072.23620270377,31120.77134571418
2040,ELV_loss_ASR,Diesel,elvThermalManagement,calOthers,,378933.7336155497,181031.50607843208,76222.21002658493,243814.97901774428,358961.80367500096,502918.94139196514,757342.3213319755,294411.1924261665
2040,ELV_loss_ASR,Diesel,elvThermalManagement,calalloySteel,,756694.6380419687,362253.28839031333,150713.7589207856,484805.76246439,714625.8375824143,1006782.9389305132,1517469.2295287575,588567.9948067664
2040,ELV_loss_ASR,Diesel,elvThermalManagement,calcastAluminiumAlSiCu,,232151.25251616983,110775.38588886242,46881.20562724167,148727.04715359936,219931.5090219503,309300.16987434524,463754.4168007337,180951.82093219753
2040,ELV_loss_ASR,Diesel,elvThermalManagement,calcastAluminiumAlSiMg,,348823.68032232055,165777.73216013357,69460.70371790446,224851.03394383434,331214.7899294384,462142.63506463537,698158.0542171012,271365.0834138584
2040,ELV_loss_ASR,Diesel,elvThermalManagement,calmildSteel,,758552.360545877,361975.3493228219,154838.56318031458,485510.7787197486,718504.5754234262,1008378.544370428,1515741.8230690528,588839.6654325294
2040,ELV_loss_ASR,Diesel,elvThermalManagement,calstainlessSteel,,1893396.9088209064,905486.6803705122,381864.8088905806,1215639.063030082,1792560.711151333,2518586.0176936975,3783782.7486656345,1471971.580465851
2040,ELV_loss_ASR,Diesel,elvTransmission,calAl_6xxx,,281357.2234416512,159623.30502134192,48369.997271086526,161095.52379857865,253717.36134377558,374865.6528561343,655931.2984035062,238290.9262596703
2040,ELV_loss_ASR,Diesel,elvTransmission,calAl_7xxx,,70753.26050298625,39988.26262302358,12020.864912440049,40719.20266805279,64087.74905958584,94429.35728509388,164569.19782794485,59570.482938659195
2040,ELV_loss_ASR,Diesel,elvTransmission,calHSS,,344431.59683282865,195654.86042357536,57756.062403667696,197494.20690007764,310527.81793000293,460531.3692720062,802740.7141264224,290914.83413034445
2040,ELV_loss_ASR,Diesel,elvTransmission,calMagnesium,,24372.805835723175,13871.6736890356,4089.3622340008656,13909.256575564234,21999.926628620615,32601.481965272065,56750.01991831702,20513.922331796814
2040,ELV_loss_ASR,Diesel,elvTransmission,calalloySteel,,460163.8222858014,260733.87004985963,75617.61157779965,264518.60704230476,416501.5039617324,613896.8091248907,1072536.3941128762,387849.90871547704
2040,ELV_loss_ASR,Diesel,elvTransmission,calcastAluminiumAlSiCu,,211926.28348123436,119613.08142864214,36537.0970744108,121495.20327387692,191710.5641833761,283330.955299409,493466.2838850662,178644.3882115746
2040,ELV_loss_ASR,Diesel,elvTransmission,calcastAluminiumAlSiMg,,141867.75851255393,79965.19144918867,24055.240695929242,81569.0977752058,128609.90164297467,189856.36698971584,328592.3868491349,119166.23314677714
2040,ELV_loss_ASR,Diesel,elvTransmission,calmildSteel,,1152415.6683562594,648640.0568342224,198966.42441301222,662029.6914395122,1042716.3516188441,1543595.7570372927,2657266.4262950276,969501.0631365968
2040,ELV_loss_ASR,Diesel,elvTransmission,calstainlessSteel,,345104.3003502411,195682.8203315135,59623.71208125344,197619.96091768864,311662.90002444375,460827.138713697,805717.6413326161,290777.19980833057
2040,ELV_loss_ASR,Diesel,elvTrim,calAl_6xxx,,204530.2257936319,97481.51397068583,41748.500128153035,131479.61612753302,193598.50438713218,271362.12016046594,409548.2492854065,159196.6382262039
2040,ELV_loss_ASR,Diesel,elvTrim,calAl_7xxx,,51056.19484852446,24468.0042698442,10330.919744493507,32704.57826447328,48213.747624904616,68005.78407749803,102654.85059178327,39790.56370130778
2040,ELV_loss_ASR,Diesel,elvTrim,calHSS,,830040.9267481578,395393.2657707054,174192.17399029757,533738.6992423527,781866.4559983634,1104056.961754284,1659104.7299619387,647876.0320612144
2040,ELV_loss_ASR,Diesel,elvTrim,calMagnesium,,17603.892713896184,8439.976718296757,3493.292107938286,11288.001098342487,16644.2547677236,23398.963145035348,35375.376747189584,13695.802306541205
